TIMESTAMP,WindDir
2022-06-06 18:35:00,308.2
2022-06-06 18:40:00,308.6
2022-06-06 18:45:00,311.4
2022-06-06 18:50:00,314.3
2022-06-06 18:55:00,315.9
2022-06-06 19:00:00,316.7
2022-06-06 19:05:00,308.2
2022-06-06 19:10:00,308.5
2022-06-06 19:15:00,306.1
2022-06-06 19:20:00,312.7
2022-06-06 19:25:00,307.1
2022-06-06 19:30:00,84.2
2022-06-06 19:35:00,132.6
2022-06-06 19:40:00,259.3
2022-06-06 19:45:00,275.5
2022-06-06 19:50:00,261.3
2022-06-06 19:55:00,238.1
2022-06-06 20:00:00,224.8
2022-06-06 20:05:00,225.6
2022-06-06 20:10:00,228.4
2022-06-06 20:15:00,189.6
2022-06-06 20:20:00,218.8
2022-06-06 20:25:00,199.7
2022-06-06 20:30:00,209.5
2022-06-06 20:35:00,200.7
2022-06-06 20:40:00,254.1
2022-06-06 20:45:00,182.3
2022-06-06 20:50:00,196.1
2022-06-06 20:55:00,182.9
2022-06-06 21:00:00,222.8
2022-06-06 21:05:00,178.9
2022-06-06 21:10:00,221.5
2022-06-06 21:15:00,177.4
2022-06-06 21:20:00,173.8
2022-06-06 21:25:00,153.3
2022-06-06 21:30:00,176.7
2022-06-06 21:35:00,172.9
2022-06-06 21:40:00,188.2
2022-06-06 21:45:00,174.4
2022-06-06 21:50:00,230.1
2022-06-06 21:55:00,202.1
2022-06-06 22:00:00,148.6
2022-06-06 22:05:00,202.0
2022-06-06 22:10:00,155.2
2022-06-06 22:15:00,177.3
2022-06-06 22:20:00,184.0
2022-06-06 22:25:00,198.9
2022-06-06 22:30:00,170.9
2022-06-06 22:35:00,130.7
2022-06-06 22:40:00,209.1
2022-06-06 22:45:00,199.5
2022-06-06 22:50:00,177.4
2022-06-06 22:55:00,200.0
2022-06-06 23:00:00,231.8
2022-06-06 23:05:00,198.3
2022-06-06 23:10:00,218.4
2022-06-06 23:15:00,225.6
2022-06-06 23:20:00,211.4
2022-06-06 23:25:00,197.4
2022-06-06 23:30:00,182.6
2022-06-06 23:35:00,185.9
2022-06-06 23:40:00,210.6
2022-06-06 23:45:00,182.0
2022-06-06 23:50:00,161.2
2022-06-06 23:55:00,159.7
2022-06-07 00:00:00,148.1
2022-06-07 00:05:00,150.2
2022-06-07 00:10:00,184.3
2022-06-07 00:15:00,181.6
2022-06-07 00:20:00,193.2
2022-06-07 00:25:00,182.5
2022-06-07 00:30:00,227.2
2022-06-07 00:35:00,198.0
2022-06-07 00:40:00,209.5
2022-06-07 00:45:00,181.7
2022-06-07 00:50:00,198.7
2022-06-07 00:55:00,204.3
2022-06-07 01:00:00,216.5
2022-06-07 01:05:00,201.7
2022-06-07 01:10:00,167.0
2022-06-07 01:15:00,184.9
2022-06-07 01:20:00,177.5
2022-06-07 01:25:00,172.8
2022-06-07 01:30:00,179.4
2022-06-07 01:35:00,65.0
2022-06-07 01:40:00,93.9
2022-06-07 01:45:00,201.4
2022-06-07 01:50:00,272.2
2022-06-07 01:55:00,227.4
2022-06-07 02:00:00,201.8
2022-06-07 02:05:00,204.1
2022-06-07 02:10:00,195.9
2022-06-07 02:15:00,159.1
2022-06-07 02:20:00,173.7
2022-06-07 02:25:00,216.2
2022-06-07 02:30:00,208.2
2022-06-07 02:35:00,227.5
2022-06-07 02:40:00,174.1
2022-06-07 02:45:00,189.4
2022-06-07 02:50:00,217.8
2022-06-07 02:55:00,176.1
2022-06-07 03:00:00,93.0
2022-06-07 03:05:00,131.7
2022-06-07 03:10:00,160.6
2022-06-07 03:15:00,185.0
2022-06-07 03:20:00,196.8
2022-06-07 03:25:00,178.5
2022-06-07 03:30:00,181.8
2022-06-07 03:35:00,127.2
2022-06-07 03:40:00,185.7
2022-06-07 03:45:00,172.1
2022-06-07 03:50:00,114.6
2022-06-07 03:55:00,111.5
2022-06-07 04:00:00,306.7
2022-06-07 04:05:00,309.1
2022-06-07 04:10:00,314.6
2022-06-07 04:15:00,316.2
2022-06-07 04:20:00,317.9
2022-06-07 04:25:00,78.18
2022-06-07 04:30:00,64.64
2022-06-07 04:35:00,122.9
2022-06-07 04:40:00,147.2
2022-06-07 04:45:00,162.1
2022-06-07 04:50:00,190.6
2022-06-07 04:55:00,163.9
2022-06-07 05:00:00,148.0
2022-06-07 05:05:00,148.4
2022-06-07 05:10:00,109.4
2022-06-07 05:15:00,237.9
2022-06-07 05:20:00,244.9
2022-06-07 05:25:00,232.2
2022-06-07 05:30:00,276.7
2022-06-07 05:35:00,214.5
2022-06-07 05:40:00,246.7
2022-06-07 05:45:00,229.5
2022-06-07 05:50:00,230.0
2022-06-07 05:55:00,230.5
2022-06-07 06:00:00,215.8
2022-06-07 06:05:00,219.3
2022-06-07 06:10:00,178.2
2022-06-07 06:15:00,172.0
2022-06-07 06:20:00,104.6
2022-06-07 06:25:00,121.7
2022-06-07 06:30:00,97.9
2022-06-07 06:35:00,65.93
2022-06-07 06:40:00,111.9
2022-06-07 06:45:00,312.7
2022-06-07 06:50:00,135.2
2022-06-07 06:55:00,117.8
2022-06-07 07:00:00,106.5
2022-06-07 07:05:00,158.9
2022-06-07 07:10:00,170.1
2022-06-07 07:15:00,144.9
2022-06-07 07:20:00,207.1
2022-06-07 07:25:00,72.65
2022-06-07 07:30:00,212.4
2022-06-07 07:35:00,222.6
2022-06-07 07:40:00,220.1
2022-06-07 07:45:00,164.0
2022-06-07 07:50:00,181.8
2022-06-07 07:55:00,183.5
2022-06-07 08:00:00,174.5
2022-06-07 08:05:00,225.6
2022-06-07 08:10:00,122.1
2022-06-07 08:15:00,212.9
2022-06-07 08:20:00,182.9
2022-06-07 08:25:00,90.8
2022-06-07 08:30:00,209.8
2022-06-07 08:35:00,164.9
2022-06-07 08:40:00,97.5
2022-06-07 08:45:00,316.8
2022-06-07 08:50:00,204.9
2022-06-07 08:55:00,142.5
2022-06-07 09:00:00,310.4
2022-06-07 09:05:00,41.34
2022-06-07 09:10:00,94.3
2022-06-07 09:15:00,11.91
2022-06-07 09:20:00,124.4
2022-06-07 09:25:00,314.2
2022-06-07 09:30:00,170.4
2022-06-07 09:35:00,318.2
2022-06-07 09:40:00,66.7
2022-06-07 09:45:00,83.0
2022-06-07 09:50:00,122.1
2022-06-07 09:55:00,94.9
2022-06-07 10:00:00,192.3
2022-06-07 10:05:00,154.8
2022-06-07 10:10:00,180.8
2022-06-07 10:15:00,308.3
2022-06-07 10:20:00,319.6
2022-06-07 10:25:00,160.5
2022-06-07 10:30:00,203.7
2022-06-07 10:35:00,105.2
2022-06-07 10:40:00,177.3
2022-06-07 10:45:00,126.7
2022-06-07 10:50:00,176.0
2022-06-07 10:55:00,149.0
2022-06-07 11:00:00,203.6
2022-06-07 11:05:00,209.3
2022-06-07 11:10:00,160.7
2022-06-07 11:15:00,50.97
2022-06-07 11:20:00,312.6
2022-06-07 11:25:00,51.73
2022-06-07 11:30:00,316.8
2022-06-07 11:35:00,90.6
2022-06-07 11:40:00,150.8
2022-06-07 11:45:00,309.0
2022-06-07 11:50:00,316.5
2022-06-07 11:55:00,211.9
2022-06-07 12:00:00,318.9
2022-06-07 12:05:00,317.9
2022-06-07 12:10:00,104.2
2022-06-07 12:15:00,71.25
2022-06-07 12:20:00,114.9
2022-06-07 12:25:00,54.86
2022-06-07 12:30:00,243.8
2022-06-07 12:35:00,313.7
2022-06-07 12:40:00,313.3
2022-06-07 12:45:00,45.06
2022-06-07 12:50:00,313.0
2022-06-07 12:55:00,318.0
2022-06-07 13:00:00,304.5
2022-06-07 13:05:00,126.8
2022-06-07 13:10:00,110.3
2022-06-07 13:15:00,199.1
2022-06-07 13:20:00,143.9
2022-06-07 13:25:00,317.4
2022-06-07 13:30:00,305.3
2022-06-07 13:35:00,162.0
2022-06-07 13:40:00,319.0
2022-06-07 13:45:00,314.4
2022-06-07 13:50:00,310.8
2022-06-07 13:55:00,312.4
2022-06-07 14:00:00,317.0
2022-06-07 14:05:00,309.3
2022-06-07 14:10:00,304.4
2022-06-07 14:15:00,311.1
2022-06-07 14:20:00,309.9
2022-06-07 14:25:00,314.7
2022-06-07 14:30:00,52.68
2022-06-07 14:35:00,311.1
2022-06-07 14:40:00,309.4
2022-06-07 14:45:00,314.5
2022-06-07 14:50:00,311.2
2022-06-07 14:55:00,304.3
2022-06-07 15:00:00,312.5
2022-06-07 15:05:00,33.12
2022-06-07 15:10:00,30.63
2022-06-07 15:15:00,71.63
2022-06-07 15:20:00,312.8
2022-06-07 15:25:00,304.2
2022-06-07 15:30:00,310.1
2022-06-07 15:35:00,311.2
2022-06-07 15:40:00,310.7
2022-06-07 15:45:00,314.1
2022-06-07 15:50:00,316.9
2022-06-07 15:55:00,308.1
2022-06-07 16:00:00,313.6
2022-06-07 16:05:00,307.6
2022-06-07 16:10:00,310.4
2022-06-07 16:15:00,311.9
2022-06-07 16:20:00,313.8
2022-06-07 16:25:00,314.3
2022-06-07 16:30:00,313.1
2022-06-07 16:35:00,308.8
2022-06-07 16:40:00,313.8
2022-06-07 16:45:00,312.4
2022-06-07 16:50:00,309.9
2022-06-07 16:55:00,313.2
2022-06-07 17:00:00,313.1
2022-06-07 17:05:00,311.9
2022-06-07 17:10:00,316.1
2022-06-07 17:15:00,313.0
2022-06-07 17:20:00,312.5
2022-06-07 17:25:00,312.5
2022-06-07 17:30:00,317.3
2022-06-07 17:35:00,316.7
2022-06-07 17:40:00,313.3
2022-06-07 17:45:00,306.3
2022-06-07 17:50:00,316.1
2022-06-07 17:55:00,314.9
2022-06-07 18:00:00,315.4
2022-06-07 18:05:00,318.4
2022-06-07 18:10:00,41.22
2022-06-07 18:15:00,320.1
2022-06-07 18:20:00,102.6
2022-06-07 18:25:00,161.4
2022-06-07 18:30:00,155.7
2022-06-07 18:35:00,160.3
2022-06-07 18:40:00,159.3
2022-06-07 18:45:00,142.4
2022-06-07 18:50:00,150.6
2022-06-07 18:55:00,107.5
2022-06-07 19:00:00,154.0
2022-06-07 19:05:00,144.4
2022-06-07 19:10:00,132.2
2022-06-07 19:15:00,68.68
2022-06-07 19:20:00,284.0
2022-06-07 19:25:00,318.2
2022-06-07 19:30:00,30.35
2022-06-07 19:35:00,0.478
2022-06-07 19:40:00,87.0
2022-06-07 19:45:00,77.96
2022-06-07 19:50:00,116.1
2022-06-07 19:55:00,135.3
2022-06-07 20:00:00,138.2
2022-06-07 20:05:00,0.478
2022-06-07 20:10:00,320.3
2022-06-07 20:15:00,98.2
2022-06-07 20:20:00,157.9
2022-06-07 20:25:00,159.2
2022-06-07 20:30:00,41.39
2022-06-07 20:35:00,38.24
2022-06-07 20:40:00,106.7
2022-06-07 20:45:00,89.1
2022-06-07 20:50:00,127.6
2022-06-07 20:55:00,85.5
2022-06-07 21:00:00,74.5
2022-06-07 21:05:00,317.1
2022-06-07 21:10:00,0.431
2022-06-07 21:15:00,74.17
2022-06-07 21:20:00,295.9
2022-06-07 21:25:00,312.8
2022-06-07 21:30:00,84.2
2022-06-07 21:35:00,315.9
2022-06-07 21:40:00,50.01
2022-06-07 21:45:00,72.88
2022-06-07 21:50:00,141.8
2022-06-07 21:55:00,150.9
2022-06-07 22:00:00,184.6
2022-06-07 22:05:00,147.6
2022-06-07 22:10:00,167.9
2022-06-07 22:15:00,316.6
2022-06-07 22:20:00,169.0
2022-06-07 22:25:00,36.83
2022-06-07 22:30:00,132.9
2022-06-07 22:35:00,95.5
2022-06-07 22:40:00,71.97
2022-06-07 22:45:00,67.47
2022-06-07 22:50:00,85.9
2022-06-07 22:55:00,132.2
2022-06-07 23:00:00,142.6
2022-06-07 23:05:00,110.0
2022-06-07 23:10:00,43.65
2022-06-07 23:15:00,90.5
2022-06-07 23:20:00,108.7
2022-06-07 23:25:00,112.3
2022-06-07 23:30:00,172.8
2022-06-07 23:35:00,140.4
2022-06-07 23:40:00,88.5
2022-06-07 23:45:00,78.52
2022-06-07 23:50:00,76.97
2022-06-07 23:55:00,64.7
2022-06-08 00:00:00,316.6
2022-06-08 00:05:00,58.39
2022-06-08 00:10:00,76.06
2022-06-08 00:15:00,158.7
2022-06-08 00:20:00,199.5
2022-06-08 00:25:00,180.5
2022-06-08 00:30:00,222.2
2022-06-08 00:35:00,184.7
2022-06-08 00:40:00,219.8
2022-06-08 00:45:00,245.9
2022-06-08 00:50:00,224.3
2022-06-08 00:55:00,218.7
2022-06-08 01:00:00,205.5
2022-06-08 01:05:00,215.0
2022-06-08 01:10:00,218.0
2022-06-08 01:15:00,206.8
2022-06-08 01:20:00,185.5
2022-06-08 01:25:00,174.7
2022-06-08 01:30:00,113.8
2022-06-08 01:35:00,315.6
2022-06-08 01:40:00,27.06
2022-06-08 01:45:00,91.9
2022-06-08 01:50:00,116.4
2022-06-08 01:55:00,158.4
2022-06-08 02:00:00,158.3
2022-06-08 02:05:00,153.7
2022-06-08 02:10:00,130.4
2022-06-08 02:15:00,173.4
2022-06-08 02:20:00,185.9
2022-06-08 02:25:00,184.2
2022-06-08 02:30:00,192.3
2022-06-08 02:35:00,214.4
2022-06-08 02:40:00,203.4
2022-06-08 02:45:00,184.7
2022-06-08 02:50:00,169.2
2022-06-08 02:55:00,161.4
2022-06-08 03:00:00,112.0
2022-06-08 03:05:00,189.2
2022-06-08 03:10:00,77.7
2022-06-08 03:15:00,203.4
2022-06-08 03:20:00,203.6
2022-06-08 03:25:00,186.8
2022-06-08 03:30:00,225.0
2022-06-08 03:35:00,211.6
2022-06-08 03:40:00,187.3
2022-06-08 03:45:00,210.4
2022-06-08 03:50:00,155.0
2022-06-08 03:55:00,186.3
2022-06-08 04:00:00,177.9
2022-06-08 04:05:00,136.4
2022-06-08 04:10:00,212.7
2022-06-08 04:15:00,181.1
2022-06-08 04:20:00,186.6
2022-06-08 04:25:00,228.5
2022-06-08 04:30:00,211.1
2022-06-08 04:35:00,207.6
2022-06-08 04:40:00,227.4
2022-06-08 04:45:00,220.3
2022-06-08 04:50:00,230.8
2022-06-08 04:55:00,222.5
2022-06-08 05:00:00,185.1
2022-06-08 05:05:00,177.4
2022-06-08 05:10:00,172.2
2022-06-08 05:15:00,0.383
2022-06-08 05:20:00,113.2
2022-06-08 05:25:00,148.4
2022-06-08 05:30:00,112.1
2022-06-08 05:35:00,123.5
2022-06-08 05:40:00,155.8
2022-06-08 05:45:00,153.0
2022-06-08 05:50:00,87.5
2022-06-08 05:55:00,316.3
2022-06-08 06:00:00,142.1
2022-06-08 06:05:00,160.3
2022-06-08 06:10:00,196.5
2022-06-08 06:15:00,193.4
2022-06-08 06:20:00,184.9
2022-06-08 06:25:00,158.0
2022-06-08 06:30:00,192.7
2022-06-08 06:35:00,201.5
2022-06-08 06:40:00,181.2
2022-06-08 06:45:00,82.0
2022-06-08 06:50:00,173.2
2022-06-08 06:55:00,161.8
2022-06-08 07:00:00,156.8
2022-06-08 07:05:00,181.9
2022-06-08 07:10:00,143.1
2022-06-08 07:15:00,166.5
2022-06-08 07:20:00,128.3
2022-06-08 07:25:00,150.7
2022-06-08 07:30:00,88.3
2022-06-08 07:35:00,181.1
2022-06-08 07:40:00,108.3
2022-06-08 07:45:00,204.5
2022-06-08 07:50:00,173.0
2022-06-08 07:55:00,177.2
2022-06-08 08:00:00,231.8
2022-06-08 08:05:00,291.7
2022-06-08 08:10:00,272.1
2022-06-08 08:15:00,264.7
2022-06-08 08:20:00,274.9
2022-06-08 08:25:00,280.4
2022-06-08 08:30:00,279.7
2022-06-08 08:35:00,291.7
2022-06-08 08:40:00,290.9
2022-06-08 08:45:00,275.3
2022-06-08 08:50:00,272.8
2022-06-08 08:55:00,297.9
2022-06-08 09:00:00,289.5
2022-06-08 09:05:00,298.4
2022-06-08 09:10:00,283.6
2022-06-08 09:15:00,287.8
2022-06-08 09:20:00,291.6
2022-06-08 09:25:00,292.9
2022-06-08 09:30:00,288.3
2022-06-08 09:35:00,291.0
2022-06-08 09:40:00,293.3
2022-06-08 09:45:00,297.3
2022-06-08 09:50:00,295.8
2022-06-08 09:55:00,308.1
2022-06-08 10:00:00,291.1
2022-06-08 10:05:00,291.7
2022-06-08 10:10:00,295.9
2022-06-08 10:15:00,291.3
2022-06-08 10:20:00,294.6
2022-06-08 10:25:00,300.4
2022-06-08 10:30:00,297.0
2022-06-08 10:35:00,298.3
2022-06-08 10:40:00,298.7
2022-06-08 10:45:00,298.3
2022-06-08 10:50:00,298.1
2022-06-08 10:55:00,306.2
2022-06-08 11:00:00,293.7
2022-06-08 11:05:00,292.3
2022-06-08 11:10:00,294.9
2022-06-08 11:15:00,294.8
2022-06-08 11:20:00,293.1
2022-06-08 11:25:00,297.6
2022-06-08 11:30:00,299.7
2022-06-08 11:35:00,290.1
2022-06-08 11:40:00,293.7
2022-06-08 11:45:00,290.2
2022-06-08 11:50:00,290.2
2022-06-08 11:55:00,290.2
2022-06-08 12:00:00,291.9
2022-06-08 12:05:00,297.7
2022-06-08 12:10:00,292.8
2022-06-08 12:15:00,302.4
2022-06-08 12:20:00,287.8
2022-06-08 12:25:00,302.0
2022-06-08 12:30:00,302.4
2022-06-08 12:35:00,295.4
2022-06-08 12:40:00,301.6
2022-06-08 12:45:00,289.1
2022-06-08 12:50:00,289.3
2022-06-08 12:55:00,290.2
2022-06-08 13:00:00,301.2
2022-06-08 13:05:00,301.4
2022-06-08 13:10:00,290.7
2022-06-08 13:15:00,295.1
2022-06-08 13:20:00,292.6
2022-06-08 13:25:00,292.8
2022-06-08 13:30:00,305.6
2022-06-08 13:35:00,291.3
2022-06-08 13:40:00,290.1
2022-06-08 13:45:00,290.7
2022-06-08 13:50:00,290.3
2022-06-08 13:55:00,302.1
2022-06-08 14:00:00,305.3
2022-06-08 14:05:00,292.6
2022-06-08 14:10:00,293.9
2022-06-08 14:15:00,301.8
2022-06-08 14:20:00,298.1
2022-06-08 14:25:00,261.8
2022-06-08 14:30:00,296.9
2022-06-08 14:35:00,291.3
2022-06-08 14:40:00,300.3
2022-06-08 14:45:00,290.4
2022-06-08 14:50:00,295.2
2022-06-08 14:55:00,289.6
2022-06-08 15:00:00,301.4
2022-06-08 15:05:00,258.1
2022-06-08 15:10:00,66.3
2022-06-08 15:15:00,306.1
2022-06-08 15:20:00,305.0
2022-06-08 15:25:00,309.6
2022-06-08 15:30:00,304.3
2022-06-08 15:35:00,300.8
2022-06-08 15:40:00,305.1
2022-06-08 15:45:00,304.7
2022-06-08 15:50:00,302.4
2022-06-08 15:55:00,301.9
2022-06-08 16:00:00,306.2
2022-06-08 16:05:00,299.5
2022-06-08 16:10:00,296.6
2022-06-08 16:15:00,298.9
2022-06-08 16:20:00,312.4
2022-06-08 16:25:00,297.3
2022-06-08 16:30:00,298.5
2022-06-08 16:35:00,280.2
2022-06-08 16:40:00,293.1
2022-06-08 16:45:00,299.5
2022-06-08 16:50:00,303.8
2022-06-08 16:55:00,306.3
2022-06-08 17:00:00,300.5
2022-06-08 17:05:00,295.1
2022-06-08 17:10:00,294.2
2022-06-08 17:15:00,305.7
2022-06-08 17:20:00,302.0
2022-06-08 17:25:00,299.1
2022-06-08 17:30:00,298.1
2022-06-08 17:35:00,298.6
2022-06-08 17:40:00,297.7
2022-06-08 17:45:00,296.7
2022-06-08 17:50:00,296.9
2022-06-08 17:55:00,301.0
2022-06-08 18:00:00,297.5
2022-06-08 18:05:00,297.9
2022-06-08 18:10:00,301.9
2022-06-08 18:15:00,300.4
2022-06-08 18:20:00,301.5
2022-06-08 18:25:00,298.0
2022-06-08 18:30:00,299.7
2022-06-08 18:35:00,272.3
2022-06-08 18:40:00,302.2
2022-06-08 18:45:00,298.4
2022-06-08 18:50:00,300.4
2022-06-08 18:55:00,289.1
2022-06-08 19:00:00,278.5
2022-06-08 19:05:00,273.3
2022-06-08 19:10:00,221.4
2022-06-08 19:15:00,223.4
2022-06-08 19:20:00,208.1
2022-06-08 19:25:00,212.6
2022-06-08 19:30:00,200.9
2022-06-08 19:35:00,143.8
2022-06-08 19:40:00,41.23
2022-06-08 19:45:00,116.8
2022-06-08 19:50:00,166.1
2022-06-08 19:55:00,106.8
2022-06-08 20:00:00,311.7
2022-06-08 20:05:00,59.98
2022-06-08 20:10:00,48.9
2022-06-08 20:15:00,79.63
2022-06-08 20:20:00,93.3
2022-06-08 20:25:00,124.3
2022-06-08 20:30:00,316.4
2022-06-08 20:35:00,118.4
2022-06-08 20:40:00,96.3
2022-06-08 20:45:00,30.18
2022-06-08 20:50:00,0.383
2022-06-08 20:55:00,65.84
2022-06-08 21:00:00,79.88
2022-06-08 21:05:00,132.1
2022-06-08 21:10:00,78.97
2022-06-08 21:15:00,66.68
2022-06-08 21:20:00,0.359
2022-06-08 21:25:00,40.85
2022-06-08 21:30:00,315.5
2022-06-08 21:35:00,73.26
2022-06-08 21:40:00,320.2
2022-06-08 21:45:00,97.6
2022-06-08 21:50:00,211.6
2022-06-08 21:55:00,161.1
2022-06-08 22:00:00,169.5
2022-06-08 22:05:00,145.0
2022-06-08 22:10:00,109.3
2022-06-08 22:15:00,208.4
2022-06-08 22:20:00,229.7
2022-06-08 22:25:00,164.9
2022-06-08 22:30:00,160.0
2022-06-08 22:35:00,189.0
2022-06-08 22:40:00,182.7
2022-06-08 22:45:00,165.7
2022-06-08 22:50:00,205.1
2022-06-08 22:55:00,193.3
2022-06-08 23:00:00,215.5
2022-06-08 23:05:00,227.0
2022-06-08 23:10:00,208.9
2022-06-08 23:15:00,181.5
2022-06-08 23:20:00,180.4
2022-06-08 23:25:00,189.6
2022-06-08 23:30:00,172.2
2022-06-08 23:35:00,129.2
2022-06-08 23:40:00,61.3
2022-06-08 23:45:00,129.7
2022-06-08 23:50:00,128.6
2022-06-08 23:55:00,106.8
2022-06-09 00:00:00,278.1
2022-06-09 00:05:00,293.9
2022-06-09 00:10:00,277.5
2022-06-09 00:15:00,265.6
2022-06-09 00:20:00,276.0
2022-06-09 00:25:00,261.4
2022-06-09 00:30:00,274.2
2022-06-09 00:35:00,278.6
2022-06-09 00:40:00,273.7
2022-06-09 00:45:00,276.9
2022-06-09 00:50:00,273.7
2022-06-09 00:55:00,275.9
2022-06-09 01:00:00,273.1
2022-06-09 01:05:00,279.9
2022-06-09 01:10:00,273.0
2022-06-09 01:15:00,275.2
2022-06-09 01:20:00,282.3
2022-06-09 01:25:00,292.8
2022-06-09 01:30:00,274.6
2022-06-09 01:35:00,293.5
2022-06-09 01:40:00,304.0
2022-06-09 01:45:00,303.8
2022-06-09 01:50:00,289.1
2022-06-09 01:55:00,286.7
2022-06-09 02:00:00,288.2
2022-06-09 02:05:00,304.2
2022-06-09 02:10:00,288.3
2022-06-09 02:15:00,287.7
2022-06-09 02:20:00,291.4
2022-06-09 02:25:00,288.3
